,normalized_year,vd17_id,record_number,field_number,field_code,last_name,first_name,full_name_vd17,member_number,role,role2
2183,1625,3086:753605X,154148,24,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2184,1625,3086:753605X,154148,24,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2185,1625,3086:753605X,154148,24,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2186,1625,3086:753581P,154153,30,028G,Albert,Johann,johann albert,158,ctb,BeiträgerIn
2187,1625,125:000328X,155433,30,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2188,1625,125:023466H,155447,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2189,1625,1:026721Y,155461,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2190,1625,1:026290K,155465,23,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2191,1625,125:022975E,155472,16,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2192,1625,23:334187B,155852,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2193,1625,12:109043X,156033,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2194,1625,1:082013W,156092,22,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2195,1625,3:019606C,156232,22,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2196,1625,3:018065X,156303,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2197,1624,35:718698N,156997,28,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2198,1624,14:645027W,157500,42,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2199,1624,125:024088U,157937,19,028G,Albertus,Johannes,johannes albertus,158,ctb,BeiträgerIn
2200,1624,125:022439G,157979,15,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2201,1695,3:606878W,158112,20,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
2202,1624,125:006763H,159613,42,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
2203,1624,3:610187K,159782,23,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2204,1624,3:019594R,159799,19,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2205,1624,125:005475K,159885,18,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2206,1624,125:005475K,159885,18,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2207,1624,125:005475K,159885,18,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2208,1624,3:013297W,159967,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2209,1624,39:107656A,160081,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2210,1624,23:267674V,160261,24,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2211,1623,15:736190X,160508,17,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2212,1623,12:666349B,160992,26,028G,Ernst,Johann,johann ernst,003,ctb,BeiträgerIn
2213,1623,12:666349B,160992,26,028G,Ernst,Johann,johann ernst,342,ctb,BeiträgerIn
2214,1623,12:666349B,160992,26,028G,Ernst,Johann,johann ernst,702,ctb,BeiträgerIn
2215,1623,547:627974G,161280,22,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2216,1623,23:627861X,161283,41,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2217,1623,23:626464U,161295,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2218,1623,125:028701U,161361,22,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2219,1623,23:246663V,161384,95,028G,Mechovius,Joachim,joachim mechovius,483,ctb,BeiträgerIn
2220,1623,1:024470Y,162243,25,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2221,1623,12:155460H,162244,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2222,1623,3:611951S,162395,26,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2223,1623,3:611935K,162402,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2224,1623,12:158756B,162430,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2225,1623,3:312886S,162535,27,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2226,1623,3:310745U,162538,33,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2227,1623,39:113025B,162680,31,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2228,1623,23:269804U,162874,25,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2229,1622,547:697333P,163495,22,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
2230,1622,547:646096P,163917,28,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2231,1622,547:646096P,163917,55,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
2232,1622,23:629549N,164087,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2233,1622,14:016165U,164483,58,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2234,1622,23:334741N,164817,19,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
2235,1622,39:153644C,164822,20,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
2236,1622,39:153644C,164822,35,028G,Stammer,Hermann Christian,hermann christian stammer,137,ctb,BeiträgerIn
2237,1622,23:246255G,165227,29,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
2238,1622,39:113036R,165526,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2239,1622,125:004091R,165584,21,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2240,1622,125:004091R,165584,21,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2241,1622,125:004091R,165584,21,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2242,1621,27:750883G,165823,30,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2243,1621,27:750883G,165823,30,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2244,1621,27:750883G,165823,30,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2245,1621,547:678085T,166540,28,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
2246,1621,7:646631U,166854,20,028G,Hodenberg,Bodo,bodo hodenberg,373,ctb,BeiträgerIn
2247,1621,14:632247D,167026,42,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2248,1621,3:624193F,167117,20,028G,G,C,c g,513,ctb,BeiträgerIn k.
2249,1621,1:014556H,167388,22,028G,Rasche,Christoph Ludwig,christoph ludwig rasche,242,ctb,BeiträgerIn
2250,1621,1:081655R,168003,32,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2251,1621,125:006330U,168306,37,028G,Stammer,Hermann Christian,hermann christian stammer,137,ctb,BeiträgerIn
2252,1621,3:005977B,168338,40,028G,Buchner,August,august buchner,362,ctb,BeiträgerIn
2253,1621,23:321370M,168515,23,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2254,1621,39:153535Y,168573,19,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2255,1621,3:605652X,168679,24,028G,Pascolo,Durus,durus pascolo,079,ctb,BeiträgerIn
2256,1621,125:005304A,168710,26,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2257,1621,125:005304A,168710,26,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2258,1621,125:005304A,168710,26,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2259,1621,39:113021W,168873,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2260,1694,1:703113V,169064,18,028G,Starschedel,Haubold Heinrich,haubold heinrich starschedel,848,ctb,BeiträgerIn
2261,1694,32:671451K,169518,32,028G,Schlegel,Christian,christian schlegel,780,ctb,BeiträgerIn
2262,1620,56:732559U,170430,16,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2263,1620,14:067938M,172169,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2264,1620,12:175216S,172464,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2265,1620,125:011045D,172539,17,028G,Gunther,Anton,anton gunther,826,ctb,BeiträgerIn
2266,1620,125:001062R,172581,48,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2267,1620,125:001062R,172581,48,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2268,1620,125:001062R,172581,48,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2269,1620,125:007871K,172899,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2270,1620,39:158489C,173212,22,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2271,1620,125:006124G,173451,33,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2272,1620,12:189775W,173589,19,028G,Guntherus,Antonius,antonius guntherus,351,ctb,BeiträgerIn
2273,1620,12:189775W,173589,19,028G,Guntherus,Antonius,antonius guntherus,447,ctb,BeiträgerIn
2274,1620,3:017132F,173670,20,028G,Knorr,Otto,otto knorr,604,ctb,BeiträgerIn
2275,1620,39:109285Z,173876,21,028G,Stammer,Hermann Christian,hermann christian stammer,137,ctb,BeiträgerIn
2276,1620,39:107679M,173888,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2277,1620,125:004185V,173894,17,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2278,1620,125:031008G,174142,47,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2279,1620,125:031008G,174142,47,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2280,1620,125:031008G,174142,47,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2281,1620,23:258829N,174204,21,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
2282,1619,15:747273V,174329,24,028G,Hodenberg,Bodo,bodo hodenberg,373,ctb,BeiträgerIn
2283,1619,1:018669L,175858,33,028G,Wolff,Georg,georg wolff,444,ctb,BeiträgerIn
2284,1619,125:001119S,176256,27,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2285,1619,125:001119S,176256,27,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2286,1619,125:001119S,176256,27,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2287,1619,125:001083M,176264,22,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2288,1619,125:001083M,176264,22,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2289,1619,125:001083M,176264,22,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2290,1619,3:321004E,176695,28,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2291,1619,39:132264H,176918,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2292,1619,125:004147K,177012,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2293,1619,39:108384T,177379,25,028G,Quetz,Zacharias,zacharias quetz,309,ctb,BeiträgerIn
2294,1618,3:701247S,178213,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2295,1618,23:681876L,178364,24,028G,Knesebeck,Hempo,hempo knesebeck,088,ctb,BeiträgerIn
2296,1618,23:639115U,178753,25,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2297,1618,7:638186T,178759,37,028G,Quetz,Zacharias,zacharias quetz,309,ctb,BeiträgerIn
2298,1618,1:036171B,179213,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2299,1618,1:025825E,179228,24,028G,Knesebeck,Hempo,hempo knesebeck,088,ctb,BeiträgerIn
2300,1618,12:173728G,179498,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2301,1618,125:000967Y,179670,35,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2302,1618,39:131349K,181044,33,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
2303,1618,125:006262Y,181248,22,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
2304,1618,1:063278G,181428,25,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2305,1618,1:012276W,181433,28,028G,Weyhe,Eberhard,eberhard weyhe,079,ctb,BeiträgerIn
2306,1618,3:012938Y,181529,30,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2307,1618,39:107707F,181693,32,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2308,1618,125:028995U,181995,16,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2309,1617,56:735899Z,182147,16,028G,Münster,Johann,johann münster,139,ctb,BeiträgerIn
2310,1617,1:011001X,183537,38,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2311,1617,1:010996P,183799,23,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2312,1617,23:000423W,184066,21,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2313,1617,39:135567L,184145,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2314,1617,23:235887S,184468,24,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
2315,1617,23:317115X,184496,24,028G,Rantzow,Paul,paul rantzow,291,ctb,BeiträgerIn
2316,1617,3:313115E,184580,23,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2317,1617,3:005533Y,184660,19,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
2318,1617,39:105834Z,184710,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2319,1617,39:132257Z,184744,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2320,1617,39:132190S,184745,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2321,1617,39:112221C,184797,21,028G,Wilhelm,Johann,johann wilhelm,188,ctb,BeiträgerIn
2322,1617,39:112221C,184797,21,028G,Wilhelm,Johann,johann wilhelm,377,ctb,BeiträgerIn
2323,1617,39:107677W,184812,18,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2324,1617,125:031203E,185004,25,028G,Quetz,Zacharias,zacharias quetz,309,ctb,BeiträgerIn
2325,1616,7:713948Z,185524,24,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2326,1616,7:707367M,185564,26,028G,Knesebeck,Hempo,hempo knesebeck,088,ctb,BeiträgerIn
2327,1616,7:705954F,185574,51,028G,Preen,Otto,otto preen,159,ctb,BeiträgerIn
2328,1616,1:692864W,185667,37,028G,Knesebeck,Hempo,hempo knesebeck,088,ctb,BeiträgerIn
2329,1616,547:690318H,185682,22,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
2330,1616,23:664524C,185925,26,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2331,1616,1:027648P,186538,24,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2332,1616,125:019845G,186625,20,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2333,1616,14:067933Y,186657,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2334,1616,125:008540V,186953,16,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2335,1616,125:008540V,186953,16,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2336,1616,125:008540V,186953,16,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2337,1616,12:206700A,186964,60,028G,Preen,Otto,otto preen,159,ctb,BeiträgerIn
2338,1616,125:007072Y,187240,111,028G,Knorr,Otto Heinrich,otto heinrich knorr,604,ctb,BeiträgerIn
2339,1615,547:688089B,188600,20,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2340,1615,3:622441R,189189,52,028G,Hortleder,Friedrich,friedrich hortleder,343,ctb,BeiträgerIn
2341,1615,14:013942P,189515,31,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
2342,1615,125:007968M,189885,33,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2343,1615,125:007968M,189885,33,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2344,1615,125:007968M,189885,33,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2345,1615,1:008103V,189996,37,028G,Hortleder,Friedrich,friedrich hortleder,343,ctb,BeiträgerIn
2346,1615,125:000695M,190203,18,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2347,1615,125:000695M,190203,18,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2348,1615,125:000695M,190203,18,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2349,1615,3:311469A,190543,21,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2350,1615,3:011346C,190613,20,028G,Bodenhausen,Bodo,bodo bodenhausen,152,ctb,BeiträgerIn
2351,1694,3:304966Q,191708,18,028G,König,Michael,michael könig,759,ctb,BeiträgerIn
2352,1694,39:127793R,191852,45,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2353,1614,1:690158Y,192563,22,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2354,1614,1:690158Y,192563,35,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
2355,1614,547:649411H,192881,19,028G,Ludovicus,Joannes,joannes ludovicus,170,ctb,BeiträgerIn
2356,1614,1:022844X,193374,21,028G,Köppen,Johann,johann köppen,485,ctb,BeiträgerIn
2357,1614,14:071491X,193461,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2358,1614,23:286165W,193710,37,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2359,1614,1:001749U,193758,28,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2360,1614,3:003163N,194706,21,028G,C,P,p c,521,ctb,BeiträgerIn
2361,1614,23:268269K,194986,19,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
2362,1613,15:745827S,195131,29,028G,Wilhelm,Johann,johann wilhelm,188,ctb,BeiträgerIn
2363,1613,15:745827S,195131,29,028G,Wilhelm,Johann,johann wilhelm,377,ctb,BeiträgerIn
2364,1613,1:689377A,195607,29,028G,Adam,Johann,johann adam,705,ctb,BeiträgerIn
2365,1613,1:665022Q,195790,23,028G,Weyhe,Eberhard,eberhard weyhe,079,ctb,BeiträgerIn
2366,1613,3:005469H,197502,23,028G,Knesebeck,Hempo,hempo knesebeck,088,ctb,BeiträgerIn
2367,1612,1:027135G,199258,21,028G,Münster,Johann,johann münster,139,ctb,BeiträgerIn
2368,1612,14:017312D,199435,23,028G,Weyhe,Eberhard,eberhard weyhe,079,ctb,BeiträgerIn
2369,1612,12:112791A,200037,21,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2370,1612,39:122172R,200569,41,028G,Ludovicus,Joannes,joannes ludovicus,170,ctb,BeiträgerIn
2371,1611,32:672047F,201562,23,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2372,1611,3:653579R,201656,19,028G,Wilhelm,Christian,christian wilhelm,675,ctb,BeiträgerIn
2373,1611,3:644401E,201744,19,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2374,1611,32:632776T,201828,20,028G,Bernhardus,,bernhardus,030,ctb,BeiträgerIn
2375,1693,27:715877Q,202439,22,028G,Müller,Peter,peter müller,850,ctb,BeiträgerIn
2376,1611,125:020068P,203230,16,028G,Adam,Johann,johann adam,705,ctb,BeiträgerIn
2377,1611,125:017215W,203309,18,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2378,1611,39:143279L,204396,40,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2379,1611,3:605122A,204526,20,028G,TrostTiefenthal,Johannes,johannes trosttiefenthal,187,ctb,BeiträgerIn
2380,1610,23:235231F,206042,24,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2381,1610,1:021212A,206190,25,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2382,1610,3:600036L,207406,25,028G,Pascolo,Durus,durus pascolo,079,ctb,BeiträgerIn
2383,1610,125:004699K,207554,19,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2384,1610,125:004699K,207554,19,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2385,1610,125:004699K,207554,19,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2386,1609,7:700512W,208475,51,028G,Ulricus,Antonius,antonius ulricus,716,ctb,BeiträgerIn
2387,1609,12:176812Y,209537,25,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2388,1609,12:133630K,209598,26,028G,Schrattenbach,Balthasar,balthasar schrattenbach,647,ctb,BeiträgerIn
2389,1608,547:694194M,211251,21,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2390,1608,23:677403T,211392,20,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2391,1608,1:674680V,211413,53,028G,Preen,Otto,otto preen,159,ctb,BeiträgerIn
2392,1608,7:633184F,211697,31,028G,Alvensleben,Cuno,cuno alvensleben,098,ctb,BeiträgerIn
2393,1608,23:234742T,211865,24,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2394,1608,23:316993Y,212826,21,028G,Schönfeldt,Johann,johann schönfeldt,443,ctb,BeiträgerIn
2395,1693,1:657409G,213212,18,028G,Ludwig,Christian,christian ludwig,372,ctb,BeiträgerIn
2396,1693,1:657409G,213212,18,028G,Ludwig,Christian,christian ludwig,780,ctb,BeiträgerIn
2397,1693,3:638138A,213453,18,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
2398,1693,1:027864G,213873,21,028G,Wolff,Georg,georg wolff,444,ctb,BeiträgerIn
2399,1693,1:004786L,213990,19,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
2400,1607,1:062181A,215577,25,028G,Albertus,Johannes,johannes albertus,158,ctb,BeiträgerIn
2401,1607,1:037555V,215906,31,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2402,1607,1:008357U,216412,19,028G,Wesenbeck,Matthaeus,matthaeus wesenbeck,433,ctb,BeiträgerIn
2403,1606,29:735148W,217105,24,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2404,1606,1:033165N,218019,36,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2405,1606,125:020814U,218071,20,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2406,1606,125:020814U,218071,25,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2407,1606,1:013629N,218347,43,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2408,1606,3:301190G,218696,26,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2409,1606,23:295249T,219213,22,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2410,1606,23:274272Y,219306,30,028G,Ludovicus,Christianus,christianus ludovicus,372,ctb,BeiträgerIn
2411,1605,27:750848U,219453,29,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2412,1605,32:731740A,219558,19,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
