,normalized_year,vd17_id,record_number,field_number,field_code,last_name,first_name,full_name_vd17,member_number,role,role2
1302,1667,15:751650H,31702,20,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1303,1667,15:751644G,31703,20,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1304,1667,15:751477P,31708,23,028G,Philip,Johann,johann philip,183,ctb,BeiträgerIn
1305,1667,23:748918M,31751,27,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1306,1667,1:719649S,32036,23,028G,Kempe,Martin,martin kempe,806,ctb,BeiträgerIn
1307,1667,7:697181V,32335,20,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1308,1667,14:692757G,32393,25,028G,Schlegel,Christian,christian schlegel,780,ctb,BeiträgerIn
1309,1667,32:644067T,32968,30,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1310,1667,32:627859B,33118,19,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1311,1667,125:028032H,33222,29,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1312,1667,1:026723P,33441,25,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1313,1667,1:023569M,33452,20,028G,König,Michael,michael könig,759,ctb,BeiträgerIn
1314,1667,1:002787K,33530,22,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1315,1667,125:014126S,33784,21,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1316,1667,125:014105W,33787,22,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1317,1667,125:033316Y,34140,39,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1318,1667,1:037915R,34347,26,028G,Kempe,Martin,martin kempe,806,ctb,BeiträgerIn
1319,1667,3:301891C,34446,20,028G,Schallenberg,Christoph Dietrich,christoph dietrich schallenberg,581,ctb,BeiträgerIn
1320,1667,39:157025G,34448,23,028G,Schlegel,Christian,christian schlegel,780,ctb,BeiträgerIn
1321,1667,39:119537B,35004,21,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1322,1667,39:104788C,35089,66,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1323,1667,39:104525E,35094,31,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1324,1667,39:104470U,35101,17,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1325,1667,39:102466Z,35136,18,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1326,1667,125:032660X,35211,19,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1327,1666,15:751294T,35340,21,028G,Funcke,Christian,christian funcke,873,oth,ErwähnteR
1328,1666,27:745852Y,35398,30,028G,Buchner,August,august buchner,362,ctb,BeiträgerIn
1329,1666,7:690181Q,37034,18,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1330,1666,7:686022A,37081,29,028G,Kempe,Martin,martin kempe,806,ctb,BeiträgerIn
1331,1666,23:647195R,37470,18,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1332,1666,1:634902M,37625,21,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1333,1666,12:631966T,37657,17,028G,O,A,a o,543,ctb,BeiträgerIn
1334,1666,547:627755R,37697,18,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1335,1666,1:039132W,38009,28,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1336,1666,14:068908W,38212,19,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1337,1666,14:022671H,38293,23,028G,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,ctb,BeiträgerIn
1338,1666,14:021058M,38305,19,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1339,1666,125:014141S,38426,43,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1340,1666,125:013764F,38446,16,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1341,1666,12:142893F,38578,19,028G,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,ctb,BeiträgerIn
1342,1666,39:109857C,38769,26,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1343,1666,12:185242K,38829,37,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1344,1666,3:309166T,39573,19,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1345,1666,3:006069R,39671,20,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
1346,1666,39:105965G,39757,19,028G,Winckel,Hans Ernst aus,hans ernst aus winckel,015,ctb,BeiträgerIn
1347,1666,39:105965G,39757,19,028G,Winckel,Hans Ernst aus,hans ernst aus winckel,534,ctb,BeiträgerIn
1348,1666,39:105965G,39757,23,028G,Dieskau,Carl,carl dieskau,646,ctb,BeiträgerIn
1349,1666,39:105965G,39757,23,028G,Dieskau,Carl,carl dieskau,449,ctb,BeiträgerIn
1350,1666,39:117808X,39818,37,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1351,1666,39:111700E,39853,17,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1352,1666,39:110992L,39855,17,028G,Ritter,Johann Baptista,johann baptista ritter,823,ctb,BeiträgerIn
1353,1666,39:110725B,39858,25,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1354,1666,39:110322G,39861,19,028G,König,Michael,michael könig,759,ctb,BeiträgerIn
1355,1666,39:110322G,39861,30,028G,Thümen,Eustachius,eustachius thümen,748,ctb,BeiträgerIn
1356,1666,39:110313H,39862,28,028G,König,Michael,michael könig,759,ctb,BeiträgerIn
1357,1666,39:110310L,39863,18,028G,Ritter,Johann Baptista,johann baptista ritter,823,ctb,BeiträgerIn
1358,1666,39:106427Y,39908,39,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1359,1666,39:105091X,39927,24,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1360,1666,39:104366C,39954,28,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1361,1666,39:104363E,39955,42,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1362,1666,125:035397S,39970,20,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1363,1666,23:271974P,40081,24,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1364,1666,23:254243E,40131,22,028G,Hahn,Werner,werner hahn,042,ctb,BeiträgerIn
1365,1665,27:753426G,40149,25,028G,Funcke,Christian,christian funcke,873,oth,ErwähnteR
1366,1665,15:751413U,40175,26,028G,Philip,Johann,johann philip,183,ctb,BeiträgerIn
1367,1665,31:749985P,40189,24,028G,Rechenberg,Johann Georg,johann georg rechenberg,651,dte,WidmungsempfängerIn
1368,1665,7:713832S,40588,19,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1369,1665,7:713244F,40590,20,028G,S,J M,j m s,498,ctb,BeiträgerIn
1370,1665,1:683357M,41005,18,028G,Albrecht,Johann,johann albrecht,158,ctb,BeiträgerIn
1371,1665,70:674392A,41120,25,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1372,1665,70:674390L,41122,37,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1373,1665,12:671328N,41143,20,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1374,1665,23:623325G,41661,27,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1375,1665,1:020163F,41993,17,028G,Rudolph,Georg,georg rudolph,058,ctb,BeiträgerIn
1376,1665,125:019252H,42090,25,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1377,1665,14:065972H,42110,19,028G,Rudolph,Georg,georg rudolph,058,ctb,BeiträgerIn
1378,1665,14:064997E,42115,23,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1379,1665,14:062899F,42121,18,028G,Albertus,Johannes,johannes albertus,158,ctb,BeiträgerIn
1380,1665,12:134995G,42491,23,028G,Homburg,Ernst Christoph,ernst christoph homburg,499,ctb,BeiträgerIn
1381,1665,39:157686M,42589,28,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1382,1665,39:162548B,42830,24,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1383,1665,125:007467B,42937,39,028G,Winckler,Paul,paul winckler,789,ctb,BeiträgerIn
1384,1665,39:155712G,43225,42,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1385,1665,39:155712G,43225,77,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1386,1665,3:316381U,43439,24,028G,Albrecht,Johann,johann albrecht,158,ctb,BeiträgerIn
1387,1665,39:111744M,43743,21,028G,Heidenreich,David Elias,david elias heidenreich,837,ctb,BeiträgerIn
1388,1665,39:106711N,43784,48,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1389,1665,125:035499N,43813,31,028G,Ernst,Georg,georg ernst,807,ctb,BeiträgerIn
1390,1665,39:103344V,43820,39,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
1391,1665,39:102041B,43830,22,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1392,1664,23:749953D,44103,34,028G,Adam,Johann,johann adam,705,ctb,BeiträgerIn
1393,1664,16:741959Q,44171,28,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1394,1664,23:717820N,44407,29,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1395,1664,23:717820N,44407,33,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1396,1664,7:705398E,44566,24,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1397,1664,7:651482E,45165,21,028G,Michaelis,Tobias,tobias michaelis,871,ctb,BeiträgerIn
1398,1664,7:640159Q,45285,21,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1399,1664,3:639260U,45292,23,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1400,1664,32:626753W,45375,18,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1401,1664,547:625388C,45387,23,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1402,1664,125:018741S,45886,15,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1403,1664,125:018741S,45886,17,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1404,1664,125:015529R,46046,19,028G,Caspar,Johann,johann caspar,878,ctb,BeiträgerIn
1405,1664,125:014301B,46113,22,028G,Albertus,Johannes,johannes albertus,158,ctb,BeiträgerIn
1406,1664,12:149890P,46212,22,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1407,1664,39:120260R,46525,28,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1408,1664,23:249768B,46894,26,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1409,1664,23:322792R,48012,21,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1410,1664,14:022549U,48245,20,028G,Michaelis,Tobias,tobias michaelis,871,ctb,BeiträgerIn
1411,1664,12:140724D,48249,20,028G,Michaelis,Tobias,tobias michaelis,871,ctb,BeiträgerIn
1412,1664,3:314971M,48285,21,028G,Homburg,Ernst Christoph,ernst christoph homburg,499,ctb,BeiträgerIn
1413,1664,3:015930A,48346,31,028G,Arnold,,arnold,885,ctb,BeiträgerIn k.
1414,1664,39:146681R,48422,23,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
1415,1664,39:105588W,48625,20,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1416,1664,39:104970W,48655,21,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1417,1664,23:281644F,48807,21,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1418,1664,125:031319N,48834,21,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1419,1664,23:272508F,48845,21,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1420,1663,23:748915P,48987,32,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1421,1663,3:688078N,49605,23,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1422,1663,14:632805V,50173,37,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1423,1663,1:015046D,50610,22,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1424,1663,23:254830H,51190,23,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1425,1663,23:267054Z,51213,18,028G,Einsiedel,Curt,curt einsiedel,417,ctb,BeiträgerIn
1426,1663,39:110473C,51510,25,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1427,1663,23:287595S,51679,18,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1428,1663,14:054163H,52004,19,028G,Michaelis,Tobias,tobias michaelis,871,ctb,BeiträgerIn
1429,1663,23:278170V,52552,28,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1430,1662,16:741962T,52790,19,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1431,1662,16:741961L,52791,21,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1432,1662,3:697527Y,53231,20,028G,Rudolph,Georg,georg rudolph,058,ctb,BeiträgerIn
1433,1662,7:682597U,53362,23,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1434,1662,23:658892P,53555,16,028G,Werder,Diederich,diederich werder,031,ctb,BeiträgerIn
1435,1662,32:655480G,53576,29,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1436,1662,12:655065L,53582,25,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1437,1662,23:633658U,53777,27,028G,Guntherus,Anthonius,anthonius guntherus,351,ctb,BeiträgerIn
1438,1662,125:024280U,54064,22,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1439,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,482,ctb,BeiträgerIn
1440,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,243,ctb,BeiträgerIn
1441,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,682,ctb,BeiträgerIn
1442,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,009,ctb,BeiträgerIn
1443,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,424,ctb,BeiträgerIn
1444,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,322,ctb,BeiträgerIn
1445,1662,1:032353X,54121,19,028G,Georg,Johann,johann georg,507,ctb,BeiträgerIn
1446,1662,125:011588E,54541,24,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1447,1662,125:011588E,54541,60,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1448,1662,12:122784V,54629,27,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1449,1662,14:085066Q,54698,19,028G,Ludwig,Christian,christian ludwig,372,ctb,BeiträgerIn
1450,1662,14:085066Q,54698,19,028G,Ludwig,Christian,christian ludwig,780,ctb,BeiträgerIn
1451,1662,125:016035U,54741,22,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1452,1662,12:202419S,54900,23,028G,Wesenbeck,Matthaeus,matthaeus wesenbeck,433,ctb,BeiträgerIn
1453,1662,14:079057E,55019,24,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1454,1662,23:268188K,55096,17,028G,Buchner,August,august buchner,362,ctb,BeiträgerIn
1455,1662,1:078707F,55139,17,028G,Zesen,Philipp,philipp zesen,521,ctb,BeiträgerIn
1456,1662,3:303079R,55351,24,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
1457,1662,39:126455K,55503,19,028G,Ryssel,Christian,christian ryssel,775,ctb,BeiträgerIn
1458,1662,39:111656C,55552,21,028G,Ritter,Johann Baptista,johann baptista ritter,823,ctb,BeiträgerIn
1459,1662,39:104851L,55622,48,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1460,1662,23:306016S,55679,29,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1461,1662,23:293982V,55726,26,028G,Schottelius,Justus Georg,justus georg schottelius,397,ctb,BeiträgerIn
1462,1661,115:738506Q,56008,17,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1463,1661,28:718155M,56181,17,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
1464,1661,23:686180E,56523,21,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1465,1661,23:683716Z,56538,15,028G,Zesen,Philipp,philipp zesen,521,ctb,BeiträgerIn
1466,1661,23:677332Z,56611,20,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1467,1661,1:675921K,56648,18,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1468,1661,23:674608D,56661,23,028G,Bünau,Rudolph,rudolph bünau,346,ctb,BeiträgerIn
1469,1661,23:674608D,56661,23,028G,Bünau,Rudolph,rudolph bünau,830,ctb,BeiträgerIn
1470,1661,1:064564R,57248,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
1471,1661,1:040331P,57345,28,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1472,1661,1:040326V,57346,22,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1473,1661,14:052006C,57573,21,028G,Naso,Hans Christoph,hans christoph naso,834,ctb,BeiträgerIn
1474,1661,125:017494B,57625,16,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1475,1661,125:017241L,57639,22,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1476,1661,12:143196V,57878,19,028G,Michaelis,Tobias,tobias michaelis,871,ctb,BeiträgerIn
1477,1661,12:122285A,57965,32,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1478,1661,12:122285A,57965,42,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1479,1661,12:122234L,57969,37,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1480,1697,14:062783Y,58582,31,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1481,1661,3:003252D,59109,19,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
1482,1661,12:101860W,59492,21,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1483,1661,39:119081M,59910,29,028G,Gryphius,Andreas,andreas gryphius,788,ctb,BeiträgerIn
1484,1661,39:107495H,59965,23,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1485,1661,39:104676A,60001,24,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1486,1661,39:103229Q,60011,18,028G,Köppen,Johann,johann köppen,485,ctb,BeiträgerIn
1487,1661,125:033085V,60092,32,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1488,1661,23:261862H,60188,20,028G,Naso,Hans Christoph,hans christoph naso,834,ctb,BeiträgerIn
1489,1661,23:254679S,60207,21,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1490,1660,3614:740231Y,60338,21,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1491,1660,3614:740231Y,60338,22,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1492,1660,15:737174U,60363,25,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1493,1660,1:668902P,61082,28,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1494,1660,1:668902P,61082,33,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1495,1660,75:660105H,61158,27,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1496,1660,75:658451H,61171,32,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1497,1660,125:025844L,61663,41,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1498,1660,1:032535L,61813,38,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1499,1660,125:017720S,62033,15,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1500,1660,125:017616A,62042,19,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1501,1660,125:016177R,62109,32,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1502,1660,125:013171G,62256,22,028G,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,ctb,BeiträgerIn
1503,1660,12:122401D,62492,24,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1504,1660,125:025385S,62529,18,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
1505,1660,125:008609T,62541,18,028G,Müller,Peter,peter müller,850,ctb,BeiträgerIn
1506,1660,23:317409N,62932,16,028G,Douglas,Robert,robert douglas,420,ctb,BeiträgerIn
1507,1660,14:079941B,62933,16,028G,Douglas,Robert,robert douglas,420,ctb,BeiträgerIn
1508,1660,23:328836P,62934,21,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1509,1660,3:609254H,63363,24,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1510,1660,39:119905P,63578,23,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1511,1660,39:119905P,63578,24,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1512,1660,39:119679Y,63580,23,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1513,1660,39:114796X,63597,27,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1514,1660,39:113812R,63602,19,028G,Bünau,Rudolph,rudolph bünau,346,ctb,BeiträgerIn
1515,1660,39:113812R,63602,19,028G,Bünau,Rudolph,rudolph bünau,830,ctb,BeiträgerIn
1516,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,816,ctb,BeiträgerIn
1517,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,388,ctb,BeiträgerIn
1518,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,103,ctb,BeiträgerIn
1519,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,566,ctb,BeiträgerIn
1520,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,613,ctb,BeiträgerIn
1521,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,207,ctb,BeiträgerIn
1522,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,004,ctb,BeiträgerIn
1523,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,432,ctb,BeiträgerIn
1524,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,062,ctb,BeiträgerIn
1525,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,204,ctb,BeiträgerIn
1526,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,555,ctb,BeiträgerIn
1527,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,608,ctb,BeiträgerIn
1528,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,629,ctb,BeiträgerIn
1529,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,703,ctb,BeiträgerIn
1530,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,757,ctb,BeiträgerIn
1531,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,857,ctb,BeiträgerIn
1532,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,150,ctb,BeiträgerIn
1533,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,251,ctb,BeiträgerIn
1534,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,478,ctb,BeiträgerIn
1535,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,512,ctb,BeiträgerIn
1536,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,533,ctb,BeiträgerIn
1537,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,718,ctb,BeiträgerIn
1538,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,787,ctb,BeiträgerIn
1539,1660,39:112351C,63608,19,028G,Friedrich,,friedrich,843,ctb,BeiträgerIn
1540,1660,39:111698U,63611,25,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1541,1660,39:106110X,63648,21,028G,Müller,Peter,peter müller,850,ctb,BeiträgerIn
1542,1660,23:283093G,63779,29,028G,Homburg,Ernst Christoph,ernst christoph homburg,499,ctb,BeiträgerIn
1543,1660,23:283093G,63779,31,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1544,1660,125:030934R,63824,24,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1545,1660,23:261097X,63850,44,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1546,1659,16:741954B,63997,16,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1547,1659,7:697259S,64461,19,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1548,1659,23:685025U,64580,24,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1549,1659,7:667451G,64715,25,028G,Gryphius,Andreas,andreas gryphius,788,ctb,BeiträgerIn
1550,1659,3:647706X,64852,33,028G,Rudolff,Georg,georg rudolff,058,ctb,BeiträgerIn
1551,1659,7:638543R,64952,21,028G,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,ctb,BeiträgerIn
1552,1659,125:025892C,65201,31,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1553,1659,1:028215D,65341,48,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1554,1659,1:022858K,65370,17,028G,Georg,Johan,johan georg,482,ctb,BeiträgerIn
1555,1659,1:022858K,65370,17,028G,Georg,Johan,johan georg,322,ctb,BeiträgerIn
1556,1659,1:022856U,65371,19,028G,Georg,Johan,johan georg,482,ctb,BeiträgerIn
1557,1659,1:022856U,65371,19,028G,Georg,Johan,johan georg,322,ctb,BeiträgerIn
1558,1659,14:070037C,65461,18,028G,Nostitz,Carl Heinrich,carl heinrich nostitz,360,ctb,BeiträgerIn
1559,1659,125:016737X,65583,18,028G,Schlegel,christian,christian schlegel,780,ctb,BeiträgerIn
1560,1659,125:015981R,65615,26,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1561,1659,125:014573Y,65664,35,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1562,1659,125:014072P,65690,19,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1563,1659,12:162113X,65737,19,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1564,1659,125:010462M,65848,53,028G,Müller,Gottfried,gottfried müller,353,ctb,BeiträgerIn
1565,1659,23:256572S,65904,28,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1566,1659,1:013579Q,66025,21,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1567,1659,125:010296A,66029,21,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1568,1659,14:052469M,66256,18,028G,Schwerin,Otto,otto schwerin,493,ctb,BeiträgerIn
1569,1659,1:000352N,66369,21,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1570,1659,23:327464S,66411,22,028G,Schallenberg,Christoph Dietrich,christoph dietrich schallenberg,581,ctb,BeiträgerIn
